Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,Delivery Time
1219347,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Indicated shouldn't respond to lawsuit,,94590,Banco Popular North America,Closed with explanation,Yes,,3
1217945,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,GA,31023,Commonwealth Health Corporation,Untimely response,No,,7
1219307,Credit reporting,,Credit monitoring or identity protection,Billing dispute,IL,60630,Experian,Closed with explanation,Yes,,1
1219286,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,PA,19083,Bank of America,Closed with explanation,Yes,,1
1219509,Bank account or service,Checking account,Problems caused by my funds being low,,FL,33935,Regions,Closed with monetary relief,Yes,,4
1218118,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MA,2122,Nationstar Mortgage,Closed with explanation,Yes,,0
1218629,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,GA,30157,"LK Manley, Inc",Untimely response,No,,0
1218250,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,11213,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,,13
1217828,Credit reporting,,Incorrect information on credit report,Personal information,KS,67156,Experian,Closed with explanation,Yes,,25
1218566,Student loan,Non-federal student loan,Can't repay my loan,,NY,14624,Navient,Closed with explanation,Yes,Yes,0
1219336,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,79612,"Collectech Diversified, Inc.",Closed with explanation,Yes,,1
1217545,Debt collection,,Communication tactics,Frequent or repeated calls,TX,79109,American Credit Adjusters,Closed with explanation,Yes,,27
1218043,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,GA,30342,SunTrust Bank,Closed with non-monetary relief,Yes,,0
1217838,Bank account or service,Checking account,Deposits and withdrawals,,,,TD Bank,Closed with explanation,Yes,Yes,3
1218968,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,CA,90220,"Niagara Capital Associates, Inc.",Closed with explanation,No,,12
1219323,Debt collection,,Improper contact or sharing of info,Talked to a third party about my debt,CA,92113,AllianceOne Recievables Management,Closed with explanation,Yes,Yes,1
1219512,Money transfers,International money transfer,Money was not available when promised,,FL,34110,SunTrust Bank,Closed with monetary relief,Yes,,5
1217767,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,93550,TransUnion,Closed with explanation,Yes,,0
1218413,Debt collection,Credit card,Communication tactics,Threatened to take legal action,GA,30062,"Frederick J. Hanna & Associates, P.C.",Closed with explanation,Yes,,0
1217554,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32968,Experian,Closed with explanation,Yes,,0
1217609,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,CA,92663,"Security Credit Services, LLC",Closed with explanation,Yes,Yes,0
1219162,Credit reporting,,Incorrect information on credit report,Account status,MD,21703,Equifax,Closed with explanation,Yes,,5
1219344,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,95135,Equifax,Closed with non-monetary relief,Yes,,6
1217782,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,AZ,85396,"Bowen & Associates Recovery, Inc",Closed with explanation,Yes,,10
1217772,Credit card,,Closing/Cancelling account,,CA,92122,Capital One,Closed with explanation,Yes,,14
1217450,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MI,48103,JPMorgan Chase,Closed with explanation,Yes,Yes,0
1216354,Credit card,,Billing statement,,IN,46062,Capital One,Closed with monetary relief,Yes,,5
1215992,Credit reporting,,Incorrect information on credit report,Account status,NY,10314,Experian,Closed with non-monetary relief,Yes,Yes,6
1217746,Consumer loan,Vehicle loan,Problems when you are unable to pay,,FL,33009,Santander Consumer USA,Closed with explanation,Yes,,1
1216740,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48427,Navient,Closed with non-monetary relief,Yes,,0
1216606,Credit reporting,,Incorrect information on credit report,Information is not mine,SC,29730,Equifax,Closed with explanation,Yes,,0
1216361,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,17315,Citibank,Closed with explanation,Yes,,5
1216607,Credit reporting,,Incorrect information on credit report,Information is not mine,SC,29730,TransUnion,In progress,Yes,,0
1217628,Bank account or service,Checking account,Deposits and withdrawals,,CA,95380,Ally Financial Inc.,Closed with explanation,Yes,,4
1215498,Mortgage,FHA mortgage,Settlement process and costs,,OH,44646,Wells Fargo,In progress,Yes,,0
1215856,Mortgage,Conventional fixed mortgage,Settlement process and costs,,NV,89139,SunTrust Bank,Closed with non-monetary relief,Yes,,0
1217670,Consumer loan,Installment loan,Problems when you are unable to pay,,SC,29630,"Credit Central Holdings, LLC",Closed with explanation,Yes,,1
1215545,Credit reporting,,Incorrect information on credit report,Account status,NY,14111,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,Yes,5
1216804,Credit card,,Other,,CA,90406,JPMorgan Chase,Closed with explanation,Yes,,0
1216032,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WV,25071,Genesis Lending,Closed with explanation,Yes,,0
1216426,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,NY,13413,First Guaranty Mortgage Corporation,In progress,Yes,,5
1216661,Mortgage,Conventional fixed mortgage,Settlement process and costs,,LA,70002,Quicken Loans,Closed with explanation,Yes,,6
1216017,Credit reporting,,Incorrect information on credit report,Account terms,VA,23238,Experian,Closed with non-monetary relief,Yes,,0
1215651,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92656,Wells Fargo,Closed with explanation,Yes,,5
1215926,Credit reporting,,Incorrect information on credit report,Account terms,VA,23223,Equifax,Closed with explanation,Yes,,0
1216876,Consumer loan,Installment loan,Managing the loan or lease,,CO,80017,Delbert Services,Closed with explanation,Yes,,0
1215569,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MI,48446,Ocwen,In progress,Yes,,0
1215861,Bank account or service,Checking account,Problems caused by my funds being low,,CA,91007,Bank of America,Closed with monetary relief,Yes,,0
1215917,Credit reporting,,Incorrect information on credit report,Public record,NC,28273,Equifax,Closed with explanation,Yes,,0
1216271,Credit reporting,,Incorrect information on credit report,Account terms,FL,32837,Experian,Closed with explanation,Yes,,0
1217711,Credit card,,Billing statement,,HI,96753,JPMorgan Chase,Closed with explanation,Yes,Yes,1
1217107,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,FL,34655,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,,0
1215888,Consumer loan,Vehicle lease,Taking out the loan or lease,,CA,92612,Hyundai Capital America,Closed with non-monetary relief,Yes,,0
1216169,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,FL,34119,"National Recovery Solutions, LLC",Closed with explanation,Yes,,0
1217761,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,93433,Bank of America,Closed with explanation,Yes,,6
1215554,Credit reporting,,Incorrect information on credit report,Account terms,MD,21014,Experian,Closed with non-monetary relief,Yes,Yes,0
1216367,Bank account or service,Checking account,Using a debit or ATM card,,TX,75022,Wells Fargo,Closed with monetary relief,Yes,,4
1216453,Consumer loan,Vehicle loan,Problems when you are unable to pay,,MA,2347,Santander Consumer USA,Closed with explanation,Yes,Yes,4
1216452,Payday loan,,Charged fees or interest I didn't expect,,TX,78261,ACE Cash Express Inc.,Closed with explanation,Yes,,12
1217470,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32351,Nationstar Mortgage,Closed with explanation,Yes,,1
1216062,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Indicated shouldn't respond to lawsuit,SC,29657,"RFNA, LP",Closed with explanation,Yes,Yes,0
1216135,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,IA,50317,"EOS Holdings, Inc.",Closed with non-monetary relief,Yes,,8
1216989,Credit card,,Billing disputes,,ID,47803,Barclays,Closed with explanation,Yes,,6
1215932,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MA,2169,"Shellpoint Partners, LLC",Closed with explanation,Yes,,0
1215999,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,IL,60010,"Bayview Loan Servicing, LLC",Closed with explanation,Yes,,0
1217000,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,IL,60050,"Harris & Harris, Ltd.",Closed with explanation,Yes,Yes,0
1217022,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MI,48906,Wells Fargo,Closed with explanation,Yes,,6
1216633,Credit card,,Delinquent account,,AZ,85027,Alpha Recovery Corp,Closed with non-monetary relief,Yes,,6
1216311,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,NJ,7302,Ocwen,Closed with explanation,Yes,,0
1217456,Credit card,,Delinquent account,,CA,94040,Capital One,Closed with explanation,Yes,,1
1216288,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,NY,11101,PayPal,Closed with explanation,Yes,,5
1216598,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,NY,13153,SunTrust Bank,Closed with explanation,Yes,Yes,0
1216258,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,91767,Ocwen,Closed with explanation,Yes,,0
1215938,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,32068,"Diversified Consultants, Inc.",Closed with explanation,Yes,,4
1217680,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,11727,Nationstar Mortgage,Closed with explanation,Yes,,5
1216628,Debt collection,Medical,Communication tactics,Frequent or repeated calls,TX,76502,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,,0
1217756,Credit reporting,,Incorrect information on credit report,Information is not mine,PA,18901,Equifax,Closed with non-monetary relief,Yes,,1
1215598,Credit reporting,,Incorrect information on credit report,Personal information,VA,22407,TransUnion,Closed with non-monetary relief,Yes,,5
1216077,Credit card,,Billing disputes,,NY,11716,GE Capital Retail,Closed with monetary relief,Yes,,5
1216360,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NY,11428,Bank of America,Closed with explanation,Yes,Yes,5
1215566,Credit reporting,,Incorrect information on credit report,Account status,NJ,8648,TransUnion,Closed with explanation,Yes,,13
1216368,Bank account or service,Checking account,"Account opening, closing, or management",,AL,36507,Regions,Closed with non-monetary relief,Yes,,4
1215894,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,NV,89103,Citibank,Closed with explanation,Yes,,0
1216617,Credit reporting,,Incorrect information on credit report,Account status,OH,43607,Equifax,In progress,Yes,,26
1216652,Student loan,Non-federal student loan,Can't repay my loan,,IL,60438,First Associates Loan Servicing LLC,Closed with explanation,Yes,,0
1215605,Credit reporting,,Incorrect information on credit report,Account status,NY,11742,Experian,Closed with explanation,Yes,,5
1217728,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,FL,32547,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,1
1215931,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,WA,98338,First National Bank of Omaha,Closed with explanation,Yes,,5
1216616,Credit reporting,,Incorrect information on credit report,Account status,OH,43607,TransUnion,In progress,Yes,,26
1217647,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,NC,27820,"SCA Collections, Inc.",Closed with explanation,Yes,,1
1216330,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,77007,Experian,Closed with explanation,Yes,,0
1217576,Credit card,,Delinquent account,,TN,37122,Capital One,Closed with explanation,Yes,,1
1217174,Credit card,,Billing disputes,,FL,33606,GE Capital Retail,Closed with explanation,Yes,Yes,5
1216803,Money transfers,Domestic (US) money transfer,Wrong amount charged or received,,TX,78727,MoneyGram,Closed with explanation,Yes,,0
1217714,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,TX,77386,"Medical Data Systems, Inc.",Closed with explanation,Yes,,1
1215510,Credit reporting,,Incorrect information on credit report,Account status,PA,19460,TransUnion,Closed with non-monetary relief,Yes,,0
1215527,Bank account or service,Checking account,Deposits and withdrawals,,CA,95125,Capital One,Closed with monetary relief,Yes,,0
1216230,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,FL,32222,"Hunter Warfield, Inc.",In progress,Yes,,0
1217683,Credit card,,Other,,GA,30044,Citibank,Closed with explanation,Yes,Yes,1
1215567,Credit reporting,,Incorrect information on credit report,Account status,NJ,8648,Experian,Closed with non-monetary relief,Yes,,13
